"IDLOCALIDAD","IDESTADO","IDMUNICIPI","NOMBRE_LOCALIDAD","NUMERO_MAPA","ESCALA_MAPA","LATITUD_GRADOS","LATITUD_MINUTOS","LATITUD_SEGUNDOS","LONGITUD_GRADOS","LONGITUD_MINUTOS","LONGITUD_SEGUNDOS","MERCATOR_NORTE","MERCATOR_ESTE","LOCALIDAD","COORDENADA_N-S","COORDENADA_E-W","ELEVACION","IDPRECISION","COMENTARIOS","suma"
258.00,9.00,0.00,"Santa Martha Acatitla Sur","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en la calle Emilio Madero, casi esquina con Tito Ferrer, a un costado de la Escuela Primaria ""24 de febrero"" en la colonia Santa Martha Acatitla Sur",1.00
259.00,15.00,0.00,"Tepexpan-Arellano","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
260.00,15.00,0.00,"Tepexpan-Totolcingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 776: en la zona entre los pueblos de Tepexpan y Totolcingo",1.00
261.00,15.00,0.00,"Tepexpan-Hospital","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 846: en el punto inmediato al Hospital para enfermos incurables",1.00
263.00,9.00,0.00,"Plaza de las Tres Culturas, Tlatelolco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
264.00,9.00,0.00,"Ciudad de los Deportes","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
265.00,17.00,0.00,"Cueva Encantada","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Distrito de Huautla","ND","2 Km W",9999.00,"ND","2 Km W Chimalacatlán, a unos 200 m sobre el nivel del valle",1.00
266.00,14.00,0.00,"Atotonilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
267.00,21.00,0.00,"esquina de la 2 Norte y Portal Hidalgo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Edificio Calderón",1.00
268.00,21.00,0.00,"Cholula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
269.00,9.00,0.00,"Peñón de los Baños","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ciudad de México","ND","2.5 millas E",9999.00,"ND","cerca de 2.5 millas al E de la ciudad de México",1.00
270.00,9.00,0.00,"Pedregal de San Angel","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Lave du Pedregal (Vallée de Mexico) (traducción en el escrito en francés ref. 473)",1.00
272.00,15.00,0.00,"llanura de Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
273.00,14.00,0.00,"Cantera de Jocotepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Jocotepec","2 Km","ND",9999.00,"ND","5 km W Jocotepec, hacia Guadalajara (carret. 15)",1.00
274.00,15.00,0.00,"Tlalnepantla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
276.00,15.00,0.00,"Tajo de Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
277.00,33.00,0.00,"Barranca de Acutcingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","El contenido de fauna es diferente a las de las loc. 45 y 193",1.00
278.00,15.00,0.00,"Tajo de Tequixquiac-Barranca de Acatlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","E de la boca norte del tunel del desague",1.00
280.00,19.00,0.00,"Estado de Nuevo León","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
281.00,9.00,0.00,"Colonia Los Alamos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
282.00,15.00,0.00,"Tepexpan en el Museo de Prehistoria","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en le punto donde se levanta actualmente dicho museo",1.00
283.00,14.00,0.00,"Rancho de la Verdolaga","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Dugés (1982;ref.176) dice que es de la jurisdicción de San Juan de los Lagos, pero nunca dice a que estado pertenece. Se  sique a Barrios (1985;ref.548) quien lo ubica en Jalisco",1.00
284.00,20.00,0.00,"Guilá Naquitz","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
285.00,20.00,0.00,"Cueva de los Afligidos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
286.00,21.00,45.00,"Cd. Serdán","E14-6","1:250,000",18.00,55.00,99.00,97.00,26.00,42.00,"ND","ND","ND","ND","ND",2600.00,"ND","ND",1.00
287.00,7.00,44.00,"Ixtapan","ND","1:50,000",16.00,48.00,99.00,92.00,54.00,99.00,"ND","ND","ND","ND","ND",1120.00,"ND","ND",1.00
288.00,15.00,0.00,"Tepexpan cerca del sitio del hombre fósil","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 846: a corta distancia del sitio de hallazgo del hombre fósil",1.00
289.00,29.00,0.00,"Barranca del Toro","E14-B24","1:50,000",19.00,33.00,48.00,97.00,58.00,6.00,"ND","ND","ND","ND","ND",2500.00,"ND","ND",1.00
290.00,15.00,0.00,"cercano al radio faro de Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
291.00,15.00,0.00,"Estado de México","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
293.00,15.00,0.00,"Teotihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","camino periferico de la zona arqueológica, cerca del Rio San Juan, sector N2E2",1.00
294.00,8.00,0.00,"Cueva de las Ventanas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
295.00,19.00,7.00,"La Ascensión","G14-C77","1:50,000",24.00,19.00,30.00,99.00,54.00,48.00,"ND","ND","ND","ND","ND",1960.00,"ND","cercanias Rancho La Angostura",1.00
296.00,3.00,0.00,"Comondu","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Prob. sea igual a la localidad 151",1.00
297.00,23.00,0.00,"Punta Molas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
298.00,23.00,0.00,"Cinco Puertas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
299.00,23.00,0.00,"San Miguel","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
300.00,23.00,0.00,"El Cedral","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
301.00,23.00,0.00,"Buena Vista","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
302.00,23.00,0.00,"San Gervasio","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
303.00,23.00,0.00,"La Expedición, Cinco Manos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
304.00,23.00,0.00,"Aguada Grande","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
305.00,23.00,0.00,"Zuuk","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
306.00,23.00,0.00,"Cozumel","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
307.00,33.00,0.00,"Tlatilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 214 (del Edo. de Méx.)",1.00
308.00,33.00,0.00,"Ixtapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 287 (del edo. de Chiapas)",1.00
309.00,15.00,0.00,"Tajo de desemboque-canal de desagüe Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","regíon ded Zumpango, en el extremo N de la Cuenca de México, verificar que sea diferente a la loc. 332 y 276",1.00
310.00,7.00,0.00,"Las Morenas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
311.00,7.00,0.00,"Campón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
312.00,7.00,0.00,"Tlacuachero","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
313.00,7.00,0.00,"La Palma","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
314.00,7.00,0.00,"Río Arriba","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
315.00,7.00,0.00,"Las Lomas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
316.00,16.00,0.00,"San Pedro Cara","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","15 Km al este de Cojumatlán, en las afueras del pueblo, dirección SO, cerca de la carretera a Saguayo",1.00
317.00,8.00,0.00,"Al este de la Laguna El Barreal, Sitio 2","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
318.00,8.00,0.00,"Al este de la Laguna El Barreal, Sitio 1","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
319.00,9.00,0.00,"Ejército de Oriente","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en la calle de Batallón de Zapadores, frente al N. 55 A, en la unidad Ejército de Oriente. Delagación Iztapalapa",1.00
320.00,15.00,0.00,"Tlapacoya","ND","ND",19.00,18.00,30.00,98.00,54.00,30.00,"ND","ND","Lago de Chalco","ND","ND",9999.00,"ND","relacionado con el Lago de Chalco; Agenbroad 1984), ubica la localidad erróneamente en Puebla, la bibligrafía que usa es de Lorenzo, Mirammbell y Haynes",1.00
321.00,28.00,0.00,"San Pedro de Roma","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
323.00,9.00,0.00,"Colonia Gertrudis Sánchez","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","lote 6006 de la calle Norte 86-A; verificar que no sea la misma a la loc. 104",1.00
324.00,15.00,0.00,"Los Reyes-La Paz I","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Los Reyes La Paz (cuadra 2): Ver los planos que existen en Lorenzo y Mirambell (1986) para ubicar la cuadra 2",1.00
325.00,21.00,0.00,"Calle Río Yaqui","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
326.00,15.00,0.00,"Los Reyes-La Paz II","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Los Reyes La Paz (cuadra 10): Ver los planos que existen en Lorenzo y Mirambell (1986) para ubicar la cuadra 10",1.00
327.00,15.00,0.00,"Santa Lucía I","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
328.00,15.00,0.00,"Santa Lucía II","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 857: base aérea de Santa Lucía. 365 m del sitio excavado 1976 (Santa Lucía I) dentro de los terrenos de la base aérea",1.00
329.00,32.00,0.00,"San Juan Capistrano","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
330.00,20.00,0.00,"Tamazulapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","En las cercanías del poblado de Tamazulapan; cerca de la Villa de Tamazulapan",1.00
331.00,3.00,0.00,"Estado de Baja California Sur","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
332.00,15.00,0.00,"Tajo del desagüe viejo (Tequixquiac)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
333.00,15.00,0.00,"Barranca de Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
334.00,25.00,11.00,"cercanías de la Laguna de Chamicaris","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
335.00,16.00,0.00,"Cuenca del Balsas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","citada en los estados de Michoacán y Guerrero",1.00
336.00,7.00,0.00,"Vistahermosa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
337.00,21.00,0.00,"Arroyo Alseseca","E14-2","1:250,000",19.00,7.00,36.00,98.00,32.00,48.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
338.00,25.00,11.00,"Guasave I","ND","1:50,000",25.00,39.00,99.00,108.00,18.00,99.00,"ND","ND","Guasave","ND","ND",20.00,"ND","a 19 Km en línea recta, al NE de la ciudad de Guasave",1.00
339.00,25.00,0.00,"Estado de Sinaloa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
340.00,14.00,0.00,"Río de Juchipila","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
341.00,9.00,0.00,"Cerro de las Palmas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Tacubaya; ref. 846: en Tacubaya, en excavaciones hechas para la cimentación de ""un garita de vigilancia a la salida de la carretera a Toluca""",1.00
342.00,9.00,0.00,"Barranca de Regla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
343.00,15.00,35.00,"Huehuetoca","E14-A19","1:50,000",19.00,58.00,48.00,99.00,12.00,6.00,"ND","ND","ND","ND","ND",2260.00,"ND","ND",1.00
344.00,9.00,0.00,"Chapultepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
345.00,30.00,0.00,"Xalapa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
346.00,13.00,0.00,"Atotonilco El Grande","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca del Real del Monte; verificar que no sea la misma a la loc. 665 (del edo. de Hidalgo); tanto Falconer (ref. 251) como Barrios (ref. 540) se basan en Freudenberg.",1.00
347.00,28.00,0.00,"Paraiso","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",420.00,"ND","13 km NNW Chamal; 13 Km SW Gómez Farías",1.00
348.00,28.00,0.00,"Rancho del Cielo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",1050.00,"ND","6 km NW Gómez Farías",1.00
349.00,28.00,0.00,"Infierno","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",1320.00,"ND","2 km S del mill poblado llamado La Gloria; 7 km W Gómez Farías",1.00
350.00,7.00,0.00,"Estado de Chiapas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
351.00,33.00,0.00,"llanura en el territorio sur de la Península","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
352.00,21.00,0.00,"Valle de Puebla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Verificar que realmente esté en el estado de Puebla",1.00
353.00,13.00,0.00,"Arroyo Amajac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Asignada tentativamente a ese estado, debido a que no existe otro Amajac (Santa Cruz Amajac, valle de Amajaque, etc.) en la literatura más que en Hidalgo.",1.00
354.00,19.00,0.00,"Rio Vírgenes","G14-C87","1:50,000",24.00,11.00,36.00,99.00,40.00,54.00,"ND","ND","ND","ND","ND",900.00,"ND","ND",1.00
355.00,33.00,0.00,"Peninsula de Yucatán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
356.00,15.00,0.00,"metro STC ruta 1","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
357.00,15.00,0.00,"¿Tajo viejo de Tequixquac? ¿Nochistongo?","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
358.00,21.00,0.00,"esquina de la Av. 5 de mayo y 2 Poniente","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Edificio Alles",1.00
359.00,15.00,0.00,"Temamatla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
360.00,21.00,189.00,"San Marcos Necoxtla","E14-6","1:250,000",18.00,53.00,36.00,97.00,49.00,6.00,"ND","ND","ND","ND","ND",2000.00,"ND","ND",1.00
361.00,15.00,0.00,"Tequixquiac (near)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 3 (del Edo. de Méx.)",1.00
362.00,8.00,0.00,"Mina Erupción","ND","ND",30.00,99.00,99.00,102.00,0.00,99.00,"ND","ND","Cd. Juarez","145 Km S-SE","ND",9999.00,"ND","145 Km S-SE de Cd. Juarez, Montaña Los Lamentos; 15º S en el cerro Los Lamentos; 72º E en el cerro Los Lamentos",1.00
363.00,33.00,0.00,"Tlascala","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que sea con ""s"" y no con ""x""",1.00
364.00,10.00,0.00,"Estado de Durango","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
365.00,28.00,0.00,"Estado de Tamaulipas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
366.00,14.00,0.00,"Venustiano Carranza","F13-D81","1:50,000",20.00,3.00,99.00,104.00,43.00,18.00,"ND","ND","ND","ND","ND",560.00,"ND","ND",1.00
367.00,16.00,10.00,"Arteaga","E13-9","1:250,000",18.00,21.00,24.00,102.00,17.00,24.00,"ND","ND","ND","ND","ND",820.00,"ND","ND",1.00
368.00,27.00,0.00,"Grutas de Coconá","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Teapa",1.00
369.00,29.00,32.00,"Santa Cruz Aguiahua","E14-B43","1:50,000",19.00,14.00,18.00,98.00,16.00,54.00,"ND","ND","ND","ND","ND",2220.00,"ND","ND",1.00
370.00,15.00,0.00,"Tlaltlaya","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Provienen del Rancho La Cofradia, en Tlaltlaya",1.00
371.00,31.00,0.00,"Mayapan","ND","ND",20.00,28.00,99.00,89.00,13.00,99.00,"ND","ND","ND","ND","ND",20.00,"ND","ND",1.00
372.00,14.00,0.00,"Cerro del Tecolote","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","30 m de la ribera pominte del Lago de Zacoalco, 1.2 m del terreno y 1.5 sobre el nivel del agua",1.00
373.00,14.00,0.00,"El Tule","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en el camino entre Catarina y Atotonilco el Bajo",1.00
374.00,21.00,0.00,"construcciones en el arroyo San Francisco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","a la altura 48 poniente",1.00
375.00,31.00,0.00,"Estado de Yucatán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
376.00,15.00,0.00,"Iztapan de la Sal","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
377.00,15.00,0.00,"Cuanalan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Valle de Teotihuacán; Sánchez (1985) dice, érroneamente, que tiene 2 ooo años, mexvlando los datos de dos localidades que vienen en la referencia original",1.00
378.00,9.00,0.00,"Torre Latinoamericana","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","debajo de la Torre Latinoamericana",1.00
379.00,33.00,0.00,"Mexican plateau","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
380.00,18.00,0.00,"Tecualilla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Se asignó tentativamente a Nayarit, ya que Wing (1968) dice que está en el estero Teacapan, y la mayor parte de ese estero está en Nayarit, aunque el poblado de Teacapan está en Sinaloa.",1.00
381.00,25.00,0.00,"Juana Gomez","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Se refiere por deducción a ese estado, debido a que Wing dice que el sitio esta situado ""farther inland on high ground near the town of Escuinapa""",1.00
382.00,18.00,0.00,"Chalpa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Se asignó tentativamente a Nayarit, ya que Wing (1968) dice que está en el estero Teacapan, y la mayor parte de ese estero está en Nayarit, aunque el poblado de Teacapan está en Sinaloa.",1.00
383.00,23.00,0.00,"Cancún","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 306: localidad en la península de Yucatán; ref. 309: loc. en Yucatán, pero en mapa si está en Q. Roo",1.00
384.00,30.00,191.00,"Chalahuites","E14-3","1:250,000",19.00,28.00,12.00,96.00,22.00,18.00,"ND","ND","ND","ND","ND",30.00,"ND","ND",1.00
385.00,30.00,0.00,"Santa Luisa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
386.00,30.00,0.00,"San Lorenzo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
387.00,30.00,0.00,"Patarata","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
388.00,33.00,0.00,"Golfo de México","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
389.00,30.00,0.00,"Limoncito","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
390.00,14.00,0.00,"Palo Dulce","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","S del municipio de Atotonilco el Alto aproximadamente 70 Km al E (en línea resta) de la ciudad de Guadalajara, se localizo en el lecho del Arroyo Zula",1.00
391.00,33.00,0.00,"Santa María Ixtapán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
392.00,33.00,0.00,"Tlaltenco I","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
393.00,21.00,0.00,"lecho del arroyo San Francisco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","a la altura de la 4 oriente",1.00
394.00,21.00,0.00,"Tlapacoya","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
395.00,15.00,0.00,"Mixcoac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
396.00,33.00,0.00,"Valle de Puebla-Tlaxcala","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
397.00,15.00,0.00,"Palacio de Tetitla, Teotihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Ojo, en la ref.356 (Starbuck, 1975), esta localidad se maneja como una unidad de análisis",1.00
398.00,15.00,0.00,"Chiconautla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
399.00,21.00,0.00,"zócalo de Puebla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
400.00,9.00,0.00,"Cine Latino","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
