"IDPUBLICACION","IDTIPOPUBLICACION","IDFUENTE","NO_AUTORES","AO_PUBLICACION","TITULO","NOMBRE_LIBRO-REVISTA","EDITOR_LIBRO","VOL_REVISTA","NUM_REVISTA","EDITORIAL/INSTITUCION","FECHA_PUBLICACION","LUGAR_PUBLICACION","PAG_ARTICULO","PAG_PUBLICACION","suma"
449.00,9.00,1.00,1.00,"1968","Z-13","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1968","ND","ND","1",1.00
450.00,3.00,2.00,1.00,"1936","Proboscidea: a monograph of the discovery, evolution, migration and extinction of the mastodonts and elephants of the world. Volume I: Moeritherioidea, Deinotherioidea, Mastodontoidea","The American Museum of Natural History","ND",1.00,"ND","ND","1936","ND","1-802","802",1.00
451.00,9.00,1.00,1.00,"1970","Z-167","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1970","ND","ND","ND",1.00
452.00,9.00,1.00,1.00,"1978","Z-313","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1978","ND","ND","1",1.00
453.00,9.00,1.00,1.00,"1978","Z-316","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1978","ND","ND","1",1.00
454.00,4.00,1.00,1.00,"1979","Geologa de la regin central de Aguascalientes, Ags. Mxico","ND","ND",0.00,"ND","Facultad de Igeniera, Universidad Nacional Autnoma de Mxico","1979","ND","ND","41",1.00
455.00,9.00,1.00,2.00,"1982","Z-372","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1982","ND","ND","1",1.00
456.00,1.00,2.00,1.00,"1980","Pleistocene fossil turtles from Aguascalientes, State of Aguascalientes","Revista del Instituto de Geologa","ND",4.00,"1","Universidad Nacional Autnoma de Mxico","ND","ND","63-66","ND",1.00
457.00,9.00,1.00,1.00,"1978","Z-317","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1978","ND","ND","ND",1.00
458.00,9.00,1.00,1.00,"1982","Z-374","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1982","ND","ND","1",1.00
459.00,9.00,1.00,2.00,"1977","Z-303","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1977","ND","ND","1",1.00
460.00,9.00,1.00,1.00,"1979","Z-336","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1979","ND","ND","1",1.00
461.00,9.00,1.00,1.00,"1970","Z-166","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1970","ND","ND","1",1.00
462.00,9.00,1.00,1.00,"1969","Z-47","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1969","ND","ND","1",1.00
463.00,9.00,1.00,1.00,"1970","Z-164","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1970","ND","ND","1",1.00
464.00,9.00,1.00,1.00,"1969","Z-111","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1969","ND","ND","1",1.00
465.00,9.00,1.00,1.00,"1968","Z-18","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1968","ND","ND","1",1.00
466.00,9.00,1.00,1.00,"1982","Z-366: Informe de los restos de ""Las Cuatro Casas"", Chihuahua","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1982","ND","ND","3",1.00
467.00,2.00,1.00,2.00,"1997","Revisin de los vampiros fsiles (Chiroptera: Phyllostomidae, Desmodontidae) de Mxico","En: Homenaje al profesor Ticual lvarez. Coleccin Cientfica","Arroyo Cabrales, Joaqun y Polaco, scar J.",0.00,"357","Instituto Nacional de Antropologa e Historia","ND","Mxico","69-86","391",1.00
468.00,9.00,1.00,1.00,"1970","Z-211","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1970","ND","ND","1",1.00
469.00,9.00,1.00,2.00,"1978","Z-309: Informe de los restos procedentes de Tomatlan, Jal.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","18",1.00
470.00,9.00,1.00,2.00,"1978","Z-314: Informe de los restos seos procedentes de el convento de San Jernimo, Mex.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1978","ND","ND","7",1.00
471.00,9.00,1.00,2.00,"1977","Z-304: Informe del material procedente de la excavacin en Sta. Luca, Edo de Mex.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1977","ND","ND","5",1.00
472.00,9.00,1.00,2.00,"1977","Z-305: Informe de los restos seos procedentes del museo local de Zumpango","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1977","ND","ND","3",1.00
473.00,9.00,1.00,2.00,"1978","Z-308: Informe de los restos seos procedentes de La Angostura A58, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1978","ND","ND","2",1.00
474.00,9.00,1.00,1.00,"1979","Z-324: Identificacin del material procedente de La Negreta, Quertaro","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1979","ND","ND","5",1.00
475.00,9.00,1.00,1.00,"1979","Z-323: Identificacin del material procedente de la cueva de Pilancon, Municipio de Altzayanen, Tlaxcala","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1979","ND","ND","4",1.00
476.00,9.00,1.00,1.00,"1983","Z-382","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1983","ND","ND","1",1.00
477.00,9.00,1.00,1.00,"1983","Z-379: Identificacin de los restos seos de Villa Corzo, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1983","ND","ND","6",1.00
478.00,9.00,1.00,1.00,"1981","Z-357","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1981","ND","ND","1",1.00
479.00,9.00,1.00,1.00,"1981","Z-360: Identificacin de los restos seos procedentes de Tepeapulco, Hidalgo","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1981","ND","ND","3",1.00
480.00,9.00,1.00,1.00,"1981","Z-361","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1981","ND","ND","1",1.00
481.00,9.00,1.00,1.00,"1981","Z-363","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1981","ND","ND","1",1.00
482.00,9.00,1.00,1.00,"1981","Z-362","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1981","ND","ND","3",1.00
483.00,9.00,1.00,1.00,"1980","Z-344","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","1",1.00
484.00,9.00,1.00,1.00,"1980","Z-350: Identificacin de los restos de Tizatlan y Totolac, Tlaxcala","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","3",1.00
485.00,9.00,1.00,1.00,"1980","Z-351","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","1",1.00
486.00,9.00,1.00,1.00,"1982","Z-377","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1982","ND","ND","1",1.00
487.00,9.00,1.00,1.00,"1983","Z-383: Identificacin de los restos seos procedentes de Pichilingue, B. C. S.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1983","ND","ND","3",1.00
488.00,1.00,1.00,1.00,"1976","Estudios geolgico-paleontlogico en la regin mixteca, PT.1: geologa del area Tamazulapan-Tepascolula-Yanhuitlan, Mixteca alta, estado de Oaxaca, Mxico","Boletn del Instituto de Geologa","ND",97.00,"ND","ND","1976","ND","1-160","160",1.00
489.00,8.00,1.00,1.00,"1992","Restos animales encontrados en las excavaciones del proyecto Xaltocan-un informe preliminar (14-122)","Archivo del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia.","1992","ND","ND","ND",1.00
490.00,2.00,1.00,1.00,"1978","Vestigios de labor humana en huesos de animales extintos de Valsequillo, Puebla Mexico","Consejo editorial del gobierno del estado de Puebla","ND",0.00,"ND","ND","1978","ND","1-125","125",1.00
491.00,2.00,1.00,1.00,"1997","El estudio de los mamferos del Templo Olvidado, Palenque, Chiapas","En: Homenaje al profesor Ticual lvarez. Coleccin Cientfica","Arroyo Cabrales, Joaqun y Polaco, scar J.",0.00,"357","Instituto Nacional de Antropologa e Historia","ND","Mxico","239-253","391",1.00
492.00,9.00,1.00,1.00,"1971","Z-227","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","1",1.00
493.00,9.00,1.00,2.00,"1971","Z-228","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1971","ND","ND","1",1.00
494.00,9.00,1.00,1.00,"1974","Z-250","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1974","ND","ND","1",1.00
495.00,9.00,1.00,1.00,"1975","Z-277","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1975","ND","ND","1",1.00
496.00,9.00,1.00,1.00,"1975","Z-276","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1975","ND","ND","1",1.00
497.00,9.00,1.00,1.00,"1975","Z-278","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1975","ND","ND","1",1.00
498.00,9.00,1.00,1.00,"1976","Z-285","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","1",1.00
499.00,9.00,1.00,1.00,"1980","Z-346","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","1",1.00
500.00,9.00,1.00,1.00,"1980","Z-339","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","1",1.00
501.00,9.00,1.00,2.00,"1980","Z-342","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","1",1.00
502.00,9.00,1.00,1.00,"1975","Z-253","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","1",1.00
503.00,9.00,1.00,2.00,"1976","Z-289","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","1",1.00
504.00,9.00,1.00,2.00,"1976","Z-291","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","1",1.00
505.00,9.00,1.00,2.00,"1976","Z-293","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","1",1.00
506.00,9.00,1.00,1.00,"1976","Z-296","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","1",1.00
507.00,9.00,1.00,1.00,"1976","Z-297","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","1",1.00
508.00,9.00,1.00,1.00,"1981","Z-358: Identificacin de los restos seos procedentes de Tomatlan, Jalisco","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","4",1.00
509.00,9.00,1.00,1.00,"1980","Z-348: Identificacin de los restos seos procedentes del convento de San Jernimo, Mxico, D. F.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","6",1.00
510.00,5.00,1.00,1.00,"1983","The Felinae (Mammalia: Felidae) from the Late Pleistocene tar seeps at Talara, Peru, with a critical examination of the fossil and recent felines of North and South America","ND","ND",0.00,"ND","University of Toronto","ND","ND","ND","230",1.00
511.00,2.00,2.00,1.00,"1968","Paleontology","in: Biology of Peromyscus (Rodentia). Special Publication of the American Society of Mammalogists","King, John A.",0.00,"2","American Society of Mammalogists","ND","ND","6-26","XIII+1-593",1.00
512.00,9.00,1.00,1.00,"1974","Z-246","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","1",1.00
513.00,9.00,1.00,2.00,"1977","Z-301","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1977","ND","ND","1",1.00
514.00,9.00,1.00,1.00,"1971","Z-231: Identificacin del material oseo procedente de la regin de San Jose Tepenen, Estado de Hidalgo","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1971","ND","ND","1",1.00
515.00,9.00,1.00,1.00,"1969","Z-128","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","1",1.00
516.00,1.00,1.00,1.00,"1968","Evolution and classification of the pocket gophers of the subfamily Geomyinae","University of Kansas Publications, Museum of Natural History","ND",16.00,"6","ND","ND","ND","473-579","ND",1.00
517.00,1.00,1.00,1.00,"1968","Revision of pocket gophers of the genus Pappogeomys","University of Kansas Publications, Museum of Natural History","ND",16.00,"7","ND","ND","ND","581-776","ND",1.00
518.00,9.00,1.00,1.00,"1968","Z-14: Informe de la identificacin de los huesos procedentes de Sta. Catarina, Cholula, Puebla, efectuadas por el prof. Daniel Wolfman, director de excavaciones de la Universidad de las Amricas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1968","ND","ND","7",1.00
519.00,9.00,1.00,1.00,"1969","Z-48: Excavaciones arqueolgicas de Palenque, Chis. Temporada 1968, Edif. XIV ofrenda 1","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1969","ND","ND","1",1.00
520.00,3.00,2.00,1.00,"1986","As fue y as es Valparaso","ND","ND",0.00,"ND","Antonio Sauced Ovalle","1986","Valparaso","ND","86",1.00
521.00,9.00,1.00,1.00,"1980","Z-343","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1980","ND","ND","1",1.00
522.00,9.00,1.00,1.00,"1974","Z-247: Identificacin del material seo y conchas rescatados en las excavaciones de ""La Villita"", Michoacn y Guerrero","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1974","ND","ND","1",1.00
523.00,2.00,2.00,1.00,"1996","Current status of North American Sangamonian local faunas and vertebrate taxa: tributes to the career of C. S. (Rufus) Churcher","Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher","Stewart, Kathlyn M. y Seymour, Kevin L.",0.00,"ND","University of Toronto Press","1996","Toronto","156-190","675",1.00
524.00,9.00,1.00,1.00,"1979","Z-335: Estudio de los restos seos procedentes de las dos temporadas en Corral de Piedra, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1979","ND","ND","24",1.00
525.00,9.00,1.00,1.00,"1969","Z-111: Informe sobre los restos seos rescatados en el cerro del Tepalcate","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1969","ND","ND","3",1.00
526.00,9.00,1.00,1.00,"1983","Z-380: Anlisis de los restos seos de Yaxchiln y Bonampak, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1983","ND","ND","19",1.00
527.00,9.00,1.00,1.00,"1974","Z-249: Identificacin del material procedente de las excavaciones de la cueva AB-3, cerro de la Mesa (Sierra de Huanmaro), Abasolo, Gto.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1974","ND","ND","1",1.00
528.00,9.00,1.00,2.00,"1979","Z-320: Identificacin del material procedente de Tierra Blanca, Arroyo Concha, Tab.","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1979","ND","ND","12",1.00
529.00,2.00,1.00,1.00,"1996","A review of Pleistocene giant armadillos (Mammalia, Xenarthra, Pampatheriidae)","Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher","Stewart, Kathlyn M. y Seymour, Kevin L.",0.00,"ND","University of Toronto Press","1996","Toronto","300-321","675",1.00
530.00,3.00,1.00,2.00,"1982","Tonin, une cit maya du Chiapas (Mexique)","ND","Becquelin, Pierre y Baudez, Claude F.",6.00,"2","Mission Archologique et Ethnologique Francaise au Mexique Ed. Recherche Sur les civilizations Coll. tudes Mesoamericaines","1982","ND","549-1192","ND",1.00
531.00,9.00,1.00,1.00,"1981","Z-355: Restos seos de Sta. Luca, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1981","ND","ND","ND",1.00
532.00,9.00,1.00,1.00,"9999","Z-291, No. orden 25(75)","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","12",1.00
533.00,9.00,1.00,1.00,"1971","Z-229: Identificacin de los restos seos procedentes de las excavaciones en el vaso de la Presa El Infiernillo, Estados de Michoacn y Guerrero","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1971","ND","ND","3",1.00
534.00,9.00,1.00,1.00,"1971","Z-232: Informe sobre la identificacin del material procedente de Los Reyes, Estado de Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1971","ND","ND","8",1.00
535.00,9.00,1.00,1.00,"1974","Z-248: Identificacin del material oseo de mamferos y aves, rescatado en Atenco, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1974","ND","ND","4",1.00
536.00,9.00,1.00,2.00,"1976","Z-296: Restos seos identificados de las excavaciones de Cuanalan, Estado de Mxico. Segn orden No. 20; informe del Lab. de Paleozoologa","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","3",1.00
537.00,9.00,1.00,2.00,"1976","Z-299","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1976","ND","ND","2",1.00
538.00,9.00,1.00,2.00,"1975","Z-284: Informe sobre los restos seos en Las Pilas, Morelos","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1975","ND","ND","2",1.00
539.00,9.00,1.00,1.00,"1982","Z-376: Anlisis de los restos de vertebrados terrestres de Machomoncobe, Huatabampo, Sonora","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1982","ND","ND","30",1.00
540.00,2.00,2.00,3.00,"1996","Distribution and size variation in North American short-faced bears, Arctodus simus","Palaeoecology and palaeoenvironments of Late Cenozoic mammals: tributes to the career of C. S. (Rufus) Churcher","Stewart, Kathlyn M. y Seymour, Kevin L.",0.00,"ND","University of Toronto Press","1996","Toronto","191-246","675",1.00
541.00,9.00,1.00,1.00,"1984","Z-397","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","1",1.00
542.00,1.00,3.00,1.00,"1966","Contribucin al conocimiento de los bagres fsiles de Chapala y Zacoalco, Jalisco, Mxico.","Paleoecologa","ND",1.00,"ND","Departamento de Prehistoria, Instituto Nacional de Antropologa e Historia","ND","ND","1-26","ND",1.00
543.00,9.00,1.00,1.00,"1984","Z-392: Identificacin de los restos seos, procedentes de San Juan Evangelista, Teotihuacn, Edo. de Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","2",1.00
544.00,9.00,1.00,1.00,"1984","Z-391: Identificacin del material seo procedente del anexo de la casa del Conde de Heras y Soto","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","3",1.00
545.00,1.00,3.00,1.00,"1973","A biogeographical history of Chirostoma (Pisces: Atherinidae): a species flock from the Mexican Plateau","Copeia","ND",1973.00,"3","ND","ND","ND","533-556","ND",1.00
546.00,1.00,2.00,2.00,"1987","Rediscovered type specimens and other important published Pleistocene mammalian fossil from central Mexico","Journal of Vertebrate Paleontology","ND",7.00,"3","ND","1987","ND","335-341","ND",1.00
547.00,2.00,3.00,1.00,"1869","Discurso pronunciado por el Seor Ingeniero de Minas Don Antonio del Castillo, presidente de la Sociedad, en la sesin inagural verificada el da 6 de setiembre (sic) de 1868","ND","ND",0.00,"ND","ND","ND","ND","ND","ND",1.00
548.00,4.00,2.00,1.00,"1985","Estudio analtico del registro paleovertebradolgico de Mxico","ND","ND",0.00,"ND","Facultad de Ciencias, Univerdidad Nacional Autnoma de Mxico","1985","Mxico, D. F.","ND","474",1.00
549.00,1.00,3.00,1.00,"1943","The Pleistocene birds of San Josecito Cavern, Mexico","University of California Publications in Zology","ND",47.00,"5","ND","1987","ND","143-168","ND",1.00
550.00,1.00,3.00,4.00,"1987","Extinct mountain goat (Oreamnos harringtoni) in Southeastern Utah","Quaternary Research","ND",27.00,"ND","ND","ND","ND","323-331","ND",1.00
551.00,1.00,1.00,2.00,"1994","Skull, mandible, and metapodials of the extinct Harrington's mountain goat (Oreammnos harringtoni)","Journal of Vertebrate Paleontology","ND",14.00,"4","ND","ND","ND","562-576","ND",1.00
552.00,1.00,1.00,1.00,"1990","Morphological changes in the facial region and model of dental growth and wear pattern development in Nothrotheriops shastensis","Journal of Vertebrate Paleontology","ND",10.00,"3","ND","ND","ND","372-389","ND",1.00
553.00,9.00,1.00,1.00,"1985","Z-402","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1985","ND","ND","1",1.00
554.00,9.00,1.00,1.00,"1984","Z-399","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","1",1.00
555.00,9.00,1.00,1.00,"1984","Z-389: Informe sobre los restos seos y concha de Xicotenctl, Tamaulipas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","1",1.00
556.00,9.00,1.00,1.00,"1985","Z-404","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1985","ND","ND","1",1.00
557.00,9.00,1.00,1.00,"1985","Z-406: Fauna Pleistocnica del Municipio de Cuencame, Durango","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","ND","ND","ND","2",1.00
558.00,9.00,1.00,1.00,"1986","Z-407","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1986","ND","ND","1",1.00
559.00,9.00,1.00,1.00,"1986","Z-408: Informe de los restos oseos de Calakmul, Campeche","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1986","ND","ND","2",1.00
560.00,9.00,1.00,1.00,"1988","Z-419: Identificacin de fragmentos de animales encontrados en ""Exploraciones en el centro de Veracruz""","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","3",1.00
561.00,9.00,1.00,1.00,"1984","Z-398: Identificacin de los restos oseo y de los moluscos procedentes de la Trinitaria, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1984","ND","ND","3",1.00
562.00,1.00,2.00,2.00,"1988","A review of the genus Chasmaporthetes Hay, 1921 (Carnivora, Hyaenidae)","Journal of Vertebrate Paleontology","ND",8.00,"1","ND","ND","ND","46-66","ND",1.00
563.00,1.00,1.00,1.00,"1907-1908","Los yacimientos fosilferos del Valle de Oaxaca","Memorias de la Sociedad Cientfica ""Antonio Alzate""","ND",26.00,"ND","ND","ND","ND","353-358","ND",1.00
564.00,9.00,1.00,1.00,"1987","Z-411: Identificacin de los moluscos procedentes de Lacantun, Chiapas","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1987","ND","ND","6",1.00
565.00,9.00,1.00,1.00,"1987","Z-412: Informe de los anlisis de la fauna procedente de la excavacin de Chimalhuacan, Edo. de Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1987","ND","ND","ND",1.00
566.00,9.00,1.00,1.00,"1987","Z-413: Identificacin de los restos oseos de animales procedentes de Santa Marta Acatitla, Mxico","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1987","ND","ND","3",1.00
567.00,9.00,1.00,1.00,"1988","Z-417","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","1",1.00
568.00,9.00,1.00,1.00,"1987","Z-416","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1987","ND","ND","1",1.00
569.00,9.00,1.00,1.00,"1988","Z-418","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","1",1.00
570.00,1.00,1.00,1.00,"1988","Z-420","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","1",1.00
571.00,9.00,1.00,2.00,"1988","Z-422: Informe sobre los restos de fauna procedentes de Tlatelolco","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","7",1.00
572.00,9.00,1.00,1.00,"1989","Z-434","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1989","ND","ND","1",1.00
573.00,9.00,1.00,1.00,"1988","Z-421","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","1",1.00
574.00,9.00,1.00,1.00,"1987","Z-410","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1987","ND","ND","ND",1.00
575.00,9.00,1.00,2.00,"1988","Z-429: Anlisis de los materiales procedentes de Baja California Sur","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1988","ND","ND","15",1.00
576.00,9.00,1.00,1.00,"1989","Z-431","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1989","ND","ND","6",1.00
577.00,9.00,1.00,2.00,"1989","Z-432: Anlisis del material oseo procedente de las excavaciones de Cerritas, Cuernavaca, Morelos","ND","ND",0.00,"ND","Laboratorio de Paleozoologa, Instituto Nacional de Antropologa e Historia","1989","ND","ND","6",1.00
