"siteid"	"sitename"	"longitudeeast"	"latitudenorth"	"longitudewest"	"latitudesouth"	"altitude"	"area"	"sitedescription"	"notes"
537	"Palenque"	-92.0108333333333	17.5441666666667	-92.0108333333333	17.5441666666667	60	NA	NA	NA
539	"Corral de Piedra"	999	999	999	999	9999	NA	NA	NA
540	"Yaxchiln"	-91.0275	16.9275	-91.0275	16.9275	9999	NA	NA	NA
541	"Cerro de la Mesa"	999	999	999	999	9999	NA	NA	NA
542	"Arroyo Concha"	-91.695	17.7183333333333	-91.695	17.7183333333333	20	NA	NA	"Original NUMERO_MAPA = E15-9"
545	"Reserva de Valsequillo"	999	999	999	999	9999	NA	NA	NA
546	"Estado de Hidalgo"	999	999	999	999	9999	NA	NA	NA
549	"Vaso de la Presa El Infiernillo"	999	999	999	999	9999	NA	NA	NA
550	"Cerro Huatepeque"	999	999	999	999	9999	NA	NA	NA
552	"Las Pilas"	999	999	999	999	9999	NA	NA	NA
553	"Huatabampo"	999	999	999	999	9999	NA	NA	NA
554	"Tequizquiac (localidad exacta desconocida)"	999	999	999	999	9999	NA	NA	"verificar que no sea la misma a la loc. 3 (del Edo. de Mx.)"
556	"San Juan Evangelista"	999	999	999	999	9999	NA	NA	NA
557	"Casa del Conde de Heras y Soto"	999	999	999	999	9999	NA	NA	NA
558	"(Mxico central)"	999	999	999	999	9999	NA	NA	NA
559	"El Ranchito"	999	999	999	999	9999	NA	NA	NA
560	"Los Llanos"	999	999	999	999	9999	NA	NA	NA
561	"Municipio de Cuencame"	999	999	999	999	9999	NA	NA	NA
562	"Presa Francisco Zarco"	999	999	999	999	9999	NA	NA	NA
563	"Calakmul"	999	999	999	999	9999	NA	NA	NA
564	"Centro de Veracruz"	999	999	999	999	9999	NA	NA	NA
565	"Etla"	-96.7941666666667	17.1775	-96.7941666666667	17.1775	1630	NA	NA	NA
566	"Lacamtn"	999	999	999	999	9999	NA	NA	NA
567	"Barrio Ebansta, Chimalhuacn"	999	999	999	999	9999	NA	NA	NA
568	"Cerro del Pino"	999	999	999	999	9999	NA	NA	"Ladera baja del Cerro del Pino, hacia la barranca las Palmas"
569	"Anhuac"	999	999	999	999	9999	NA	NA	NA
570	"Ecatepec"	999	999	999	999	9999	NA	NA	NA
571	"Santa Martha Acatitla"	999	999	999	999	9999	NA	NA	"en la esquina entre calles las calles Francisco Manriquez y Emilio Madero, en la acera de esta ultima, col. Santa Martha acatitla, Del. Iztapalapa; ref. 864: entre las calles de Luco Blanco y Francisco Manrique, de la colonia Sta. Martha Acatitla Sur"
572	"Papaguera"	999	999	999	999	9999	NA	NA	"Noroeste del estado"
573	"Santa Casilda"	999	999	999	999	9999	NA	NA	NA
574	"Huandacareo"	999	999	999	999	9999	NA	NA	"Cuenca de Cuitzeo"
575	"Arroyo del Parral, Sierra de San Francisco"	999	999	999	999	9999	NA	NA	NA
576	"Xochimilco"	999	999	999	999	9999	NA	NA	NA
577	"Cerritos"	999	999	999	999	9999	NA	NA	NA
578	"Tzintzuntzan"	999	999	999	999	9999	NA	NA	NA
579	"San Blas, en las faldas del Cerro La Contadura"	999	999	999	999	9999	NA	NA	NA
580	"San Francisco Mazapa, cueva 5, grupo III"	999	999	999	999	9999	NA	NA	NA
581	"San Francisco Mazapa"	999	999	999	999	9999	NA	NA	NA
583	"hombre de Tepexpan"	999	999	999	999	9999	NA	NA	NA
584	"Lobol"	999	999	999	999	9999	NA	NA	NA
585	"Tepetitln"	999	999	999	999	9999	NA	NA	NA
586	"Opatara"	999	999	999	999	9999	NA	NA	"Noreste del estado"
587	"Cucurpe"	-110.7275	30.3608333333333	-110.7275	30.3608333333333	860	NA	NA	"cerca de Cucurpe, sobre el ro San Miguel, en la porcin central del estado; sitio G:10:2"
588	"La Nopalera"	999	999	999	999	9999	NA	NA	NA
589	"Morales"	999	999	999	999	9999	NA	NA	NA
590	"Terremote-Tlaltenco"	999	999	999	999	9999	NA	NA	"ref. 852: S de la Cuenca de Mxico, el asentamiento en un islote cercano a la ribera del antiguo lago Chalco-Xochimilco; ref. 863: al poniente de Tlapacoya"
591	"Mixtequilla"	999	999	999	999	9999	NA	NA	NA
592	"Tres Cerritos"	999	999	999	999	9999	NA	NA	NA
593	"Edificio de los Cinco Pisos, Edzn"	999	999	999	999	9999	NA	NA	NA
594	"El Limonal"	999	999	999	999	9999	NA	NA	NA
595	"Huapalcalco"	999	999	999	999	9999	NA	NA	"en el valle de Tulancingo"
596	"Guatemala # 90"	999	999	999	999	9999	NA	NA	NA
597	"Unidad Habitacional Potrero La Laguna"	999	999	999	999	9999	NA	NA	"ref. 856 y 857: la localidad la cita como Coacalco (verificar que se ha asignado bien el nombre de la localidad)"
598	"Xcaret"	-87.1275	20.6275	-87.1275	20.6275	9999	NA	NA	NA
599	"Xochicalco"	999	999	999	999	9999	NA	NA	NA
600	"Bomentzab"	999	999	999	999	9999	NA	NA	NA
601	"Gruta \"Flor de Mayo\""	999	999	999	999	9999	NA	NA	NA
602	"Chalco (Ch-Az-172, montculo 65)"	999	999	999	999	9999	NA	NA	NA
603	"Los Moctezumas"	999	999	999	999	9999	NA	NA	NA
604	"Chilpancingo"	999	999	999	999	9999	NA	NA	"Colonia Temixco II"
605	"Cueva de Chimalacatepec"	-99.0916666666667	18.4616666666667	-99.0916666666667	18.4616666666667	1000	NA	NA	"Original NUMERO_MAPA = E14-A79"
606	"El Pantanal"	-104.860833333333	21.4441666666667	-104.860833333333	21.4441666666667	9999	NA	NA	"14 Km SE de la ciudad de Tepic, siguiendo la carretera Federal No. 15 hacia Guadalajara y tomando la desviacin que se encuentra a la altura de la pobalcin de San Cayetano con rumbo al Aeropuerto de Tepic"
607	"Don Martn"	999	999	999	999	9999	NA	NA	NA
609	"Valle de Tehuacn"	999	999	999	999	9999	NA	NA	NA
610	"San Luis La Loma"	-100.895	17.2661111111111	-100.895	17.2661111111111	9999	NA	NA	NA
611	"Frente 2, Teotihuacn"	999	999	999	999	9999	NA	NA	NA
612	"Las Ventanas"	999	999	999	999	9999	NA	NA	NA
613	"El Japn"	999	999	999	999	9999	NA	NA	NA
614	"Templo de Quetzalcatl, Teotihuacn"	999	999	999	999	9999	NA	NA	NA
616	"Tehuacn Viejo"	999	999	999	999	9999	NA	NA	NA
618	"Tlalpizhuac"	-98.9416666666667	19.3222222222222	-98.9416666666667	19.3222222222222	9999	NA	NA	"Altitud 2245 y 2280 msnm"
620	"Punta San Jos"	999	999	999	999	9999	NA	NA	NA
623	"Barranca de Busuchil (Basuchil)"	999	999	999	999	9999	NA	NA	"cerca de Cd, Guerrero"
624	"cerca de Cd. Jurez"	999	999	999	999	9999	NA	NA	NA
625	"Monclova"	999	999	999	999	9999	NA	NA	NA
626	"Rancho El Corte"	999	999	999	999	9999	NA	NA	"al N de la capital"
629	"Ladrillera La Moderna"	999	999	999	999	9999	NA	NA	NA
630	"Colonia Vallejo"	999	999	999	999	9999	NA	NA	NA
631	"Convento de San Diego"	999	999	999	999	9999	NA	NA	NA
634	"Atzacoalco"	999	999	999	999	9999	NA	NA	NA
635	"San Jernimo y El Beltrn"	999	999	999	999	9999	NA	NA	NA
638	"area de Zumpango de Ocampo"	999	999	999	999	9999	NA	NA	NA
639	"Colonia Mxico"	999	999	999	999	9999	NA	NA	"NE de la colonia Mxico, al S volcn Cerro de Chiconautla, a poca distancia de su falda"
645	"area de localidades de Chimalhuacn"	999	999	999	999	9999	NA	NA	NA
646	"Tzocuilco del Barrio de San Juan Xochitengo"	-98.9608333333333	19.4441666666667	-98.9608333333333	19.4441666666667	9999	NA	NA	"N del cerro de Chimalhuacn"
647	"Ejido Chimalhuacn"	999	999	999	999	9999	NA	NA	NA
648	"San Miguel Tecamachalco"	999	999	999	999	9999	NA	NA	NA
650	"Km 16.5, carretera Mxico-Puebla"	999	999	999	999	9999	NA	NA	NA
651	"aprox. Km 50 carretera Mxico-Toluca"	999	999	999	999	9999	NA	NA	"acueducto del Lerma en el Km 11 a partir del Almolaya (sic.) del Ro y aproximadamente a 4 Km de Amomolulco"
653	"Ixtapantongo (de Coatzingo?)"	999	999	999	999	9999	NA	NA	NA
655	"Paraje Las Parotas"	999	999	999	999	9999	NA	NA	"15 Km W Tlataya, Dto. Quetepec"
656	"Ciudad Stelite"	999	999	999	999	9999	NA	NA	NA
657	"Ranchera Almoloya"	999	999	999	999	9999	NA	NA	"unweit Ocoyoacas in dein Thale von Toluca, Edo. Mex."
658	"Totolcingo"	999	999	999	999	2264	NA	NA	"entre las cotas de nivel 2263 y 2265; cerca de 1 mi Totolzingo"
659	"Nanacatla"	999	999	999	999	9999	NA	NA	NA
660	"Len"	999	999	999	999	9999	NA	NA	NA
661	"San Luis de la Paz"	-100.51	21.2966666666667	-100.51	21.2966666666667	2020	NA	NA	"junto al ojo de agua; Original NUMERO_MAPA = F14-C35"
664	"Rancho de San Simn"	999	999	999	999	9999	NA	NA	"Real del Monte"
665	"Atotonilco El Grande"	999	999	999	999	9999	NA	NA	NA
666	"Pachuca"	999	999	999	999	9999	NA	NA	NA
669	"Centro Turstico Roca Azul, Jocotepec"	999	999	999	999	9999	NA	NA	"aprox. 2 Km SE Jocotepec; 2 Km Jocotepec"
672	"Ejutla"	999	999	999	999	9999	NA	NA	"distrito de Acatln de la Grande"
673	"Ario de Rayn"	999	999	999	999	9999	NA	NA	NA
674	"Santa Gertrudis"	999	999	999	999	9999	NA	NA	NA
676	"rechte Unterkieferast wierde von unde-"	999	999	999	999	9999	NA	NA	"-im staat Michoacan gesamment"
677	"Palpan"	999	999	999	999	9999	NA	NA	NA
679	"Cosoltepec"	999	999	999	999	9999	NA	NA	NA
680	"Huajuapan"	999	999	999	999	9999	NA	NA	NA
682	"Tlaxiaco"	999	999	999	999	9999	NA	NA	NA
683	"Tehuantepec"	999	999	999	999	9999	NA	NA	"cerca de Tehuantepec"
686	"Rio Colorado en San Miguel Marcos Prez"	999	999	999	999	9999	NA	NA	"sobre el Rio Colorado, 300-500 m N-NW San Miguel Marcos Prez, Distrito de Teposcolula; ref. 488 la menciona como 2 localidades diferentes, una a 300 y otra a 500"
687	"Tepelmeme"	999	999	999	999	9999	NA	NA	"aprox. 25 Km al N-NE Tamazulapan"
688	"San Pedro Candelaria"	999	999	999	999	9999	NA	NA	"Cd. Serdan"
690	"area de localidades de Valsequillo"	999	999	999	999	9999	NA	NA	NA
692	"Huayatlaco"	-98.2108333333333	18.9608333333333	-98.2108333333333	18.9608333333333	9999	NA	NA	"a 5.5 km S Totimehuacan. A la orilla de la presa de Valsequillo"
693	"San Antonio Arenillas"	999	999	999	999	9999	NA	NA	"cerca de Valsequillo; ref. original 730 (Guenther, 1968) no especifica claramente el estado; se sui a Barrios (1985;ref.548) para asignar la localidad en Puebla"
694	"Puente de Atepetzingo"	999	999	999	999	9999	NA	NA	NA
695	"Barranca Caulapan"	999	999	999	999	9999	NA	NA	"Verificar en ref 730 que sea efectivamente estado de Puebla. ref 724 (Guenther, 1967) localidades en mapa"
696	"San Baltazar Tetela"	999	999	999	999	9999	NA	NA	NA
697	"San Francisco Totimehuacan"	-98.1816666666667	18.865	-98.1816666666667	18.865	2060	NA	NA	"Original NUMERO_MAPA = E14-5"
698	"El Cerro del Oire"	999	999	999	999	9999	NA	NA	NA
699	"Hacienda de Tamontao"	-97.8608333333333	21.4941666666667	-97.8608333333333	21.4941666666667	25	NA	NA	"N sierra de Otontepec, zona faja de Oro, margen izquierdo del arroyo principal al N, a unos 4 Km del casco abandonado de la Hacienda Pitahaya; Original NUMERO_MAPA = F14-9"
700	"Brechas coloradas"	-101.059722222222	22.7619444444444	-101.059722222222	22.7619444444444	1700	NA	NA	"Original NUMERO_MAPA = F14-A53"
701	"Hacienda de La Tinaja"	999	999	999	999	9999	NA	NA	"35 Km N-NE Cd. San Luis Potos"
704	"El Salitrillo"	999	999	999	999	9999	NA	NA	"aprox. 5 Km N Villa Xicotencatl"
705	"Atlihuetzia"	999	999	999	999	9999	NA	NA	"aprox. 12 Km Cd. Tlaxcala"
706	"Real del Monte"	999	999	999	999	9999	NA	NA	NA
707	"Tlilapan"	999	999	999	999	9999	NA	NA	"cerca de Orizaba, Veracruz"
708	"Laguna del Salitre"	999	999	999	999	9999	NA	NA	"S de la Laguna del Salitre, Mpio. de Villa Hidalgo, en una noria de 16 m de profundidad, Dto. de Pinos, Zac."
709	"Distrito de Pinos"	999	999	999	999	9999	NA	NA	NA
711	"Tecota"	999	999	999	999	9999	NA	NA	NA
713	"Colotlan"	999	999	999	999	9999	NA	NA	"180 Km SW Guadalajara"
714	"Tula"	999	999	999	999	9999	NA	NA	NA
716	"Tecolatlan"	999	999	999	999	9999	NA	NA	NA
717	"San Francisco Xocotitla"	999	999	999	999	9999	NA	NA	NA
719	"Aldama"	-98.0733333333333	22.9183333333333	-98.0733333333333	22.9183333333333	130	NA	NA	"Original NUMERO_MAPA = F14-B53"
720	"Tlapacoya III"	999	999	999	999	9999	NA	NA	NA
721	"Rio Axamilpa"	999	999	999	999	9999	NA	NA	"S del estado de Puebla"
722	"Cueva del Pirul"	999	999	999	999	9999	NA	NA	NA
723	"antigua ciudad de Tula"	999	999	999	999	9999	NA	NA	NA
725	"Tulum"	999	999	999	999	9999	NA	NA	NA
727	"Acmbaro"	999	999	999	999	9999	NA	NA	NA
728	"Coatetelco"	999	999	999	999	9999	NA	NA	NA
729	"Rancho El Retiro, Orizaba"	999	999	999	999	9999	NA	NA	NA
730	"Regin Valle de Atotonilco, Zacoalco y Sayula"	999	999	999	999	9999	NA	NA	NA
731	"Acambay"	999	999	999	999	9999	NA	NA	NA
732	"Vizarrn (Sierra Gorda)"	999	999	999	999	9999	NA	NA	NA
733	"estacin Tezozomoc"	999	999	999	999	9999	NA	NA	NA
734	"Ticomn"	999	999	999	999	9999	NA	NA	NA
735	"Cd. Anhuac"	999	999	999	999	9999	NA	NA	NA
736	"Nadadores"	999	999	999	999	9999	NA	NA	NA
737	"Atotonilco"	999	999	999	999	9999	NA	NA	"Gonzlez-Quintanilla dice que hay mamut en Atotonilco: verificar que no se trate de una abreviacin para Atotonilco El Bajo."
738	"Los Ramones"	999	999	999	999	9999	NA	NA	NA
739	"General Bravo"	999	999	999	999	9999	NA	NA	NA
740	"Dr. Arroyo"	-100.18	23.6733333333333	-100.18	23.6733333333333	1720	NA	NA	"Original NUMERO_MAPA = F14-A26"
741	"China"	999	999	999	999	9999	NA	NA	NA
742	"Monterrey"	999	999	999	999	9999	NA	NA	"Fbrica Nacional de Autmoviles S. A.; N de la ciudad de Monterrey, aprox. 14 Km en el Km 6 de carretera a Colombia, en Gral. Escobedo, Nuevo Len"
743	"Sabinas Hidalgo"	999	999	999	999	9999	NA	NA	NA
744	"Hualahuises"	-99.6716666666667	24.8816666666667	-99.6716666666667	24.8816666666667	1960	NA	NA	"Original NUMERO_MAPA = G14-C57"
745	"San Nicols de los Garza"	999	999	999	999	9999	NA	NA	NA
749	"Calzada de Tlapan"	999	999	999	999	9999	NA	NA	NA
750	"Batn"	999	999	999	999	9999	NA	NA	NA
751	"San Jernimo"	999	999	999	999	9999	NA	NA	NA
753	"Chapingo"	999	999	999	999	9999	NA	NA	NA
754	"Totolcingo y Tepexpan"	999	999	999	999	9999	NA	NA	NA
756	"cerca de Tequixquiac"	999	999	999	999	9999	NA	NA	NA
757	"Nuevo Leon"	999	999	999	999	9999	NA	NA	NA
760	"Cruces"	999	999	999	999	9999	NA	NA	"en el Valle Guadiana, a 6200 pies de Alt, est al este de la Laguna de Santiaguillo"
763	"Distrito Federal"	999	999	999	999	9999	NA	NA	NA
764	"Cueva Frightful"	999	999	999	999	9999	NA	NA	"situada en Cuatro Cinegas"
766	"Tlapacoya"	999	999	999	999	9999	NA	NA	"verificar que no sea la misma a la loc. 2 (Edo. Mex.) y 394 (del edo. de Puebla)"
770	"cerca de Iztpan en la regin de Tepexpan"	999	999	999	999	9999	NA	NA	"Verificar que sea Santa Isabel Iztapan I"
771	"Bancos del Ro Panuco"	999	999	999	999	9999	NA	NA	NA
775	"El Horno, Tetela"	999	999	999	999	2040	NA	NA	NA
782	"Arroyo Chinobampo"	999	999	999	999	9999	NA	NA	"ref. 417, 846 y 847: a 25 Km del SE de Navojoa, Son."
783	"Rincon de Guadalupe"	-99.995	19.27	-99.995	19.27	2420	NA	NA	"cercano a Amanalco de Becerra; Original NUMERO_MAPA = E14-A37"
784	"Punta Blanca"	999	999	999	999	9999	NA	NA	"cerca de Guaymas, Sonora"
785	"Villa de San Joaquin"	999	999	999	999	9999	NA	NA	"parte central de la Peninsula de Baja California"
786	"La Mota, Samalayuca"	-104.898333333333	27.1063333333333	-104.898333333333	27.1063333333333	9999	NA	NA	"corta distancia sur del paso; Original NUMERO_MAPA = G13-B4"
787	"Arroyo Chorreras"	999	999	999	999	9999	NA	NA	"ref. 844: corte del terreno en Arroyo Chorreras, a mitad de la carretera de Ciudad Victoria a Brownsville; ref. 846: margen izquierdo del Arroyo adelante de Encinal a la mitad de la carretera Ciudad Victoria-Matamoros"
789	"Arroyo Salinillas"	999	999	999	999	9999	NA	NA	"en el area ahora inundada por el dique (presa) de Falcon, al N de Tamaulipas; cercano al rancho \"El cabaret\", aprox. 10 Km NO del punto exacto, sobre el Bravo donde quedar el centro de la cortina de la presa"
795	"cerca de Huehuetoca"	999	999	999	999	9999	NA	NA	"donde inicia tajo de Nochistongo"
796	"bajo sedimento de Lago de Texcoco"	999	999	999	999	9999	NA	NA	NA
797	"cercanas de Tepexpan"	999	999	999	999	9999	NA	NA	NA
798	"Sierra de la Misericordia"	999	999	999	999	9999	NA	NA	NA
799	"Caon de la Fragua"	999	999	999	999	9999	NA	NA	NA
800	"Puerto Ventanillas"	-102.736111111111	26.0294444444444	-102.736111111111	26.0294444444444	1090	NA	NA	"Original NUMERO_MAPA = G13-B87"
801	"Desierto de Chihuahua"	999	999	999	999	9999	NA	NA	NA
803	"Iztapan"	999	999	999	999	9999	NA	NA	"verificar que no sea la misma a la loc. 257 (del Edo. de Mx.)"
804	"fase ajuereado del Valle de Tehuacn"	999	999	999	999	9999	NA	NA	NA
805	"Valle del Ro Juchipila"	999	999	999	999	9999	NA	NA	NA
806	"Caada de Marfil"	999	999	999	999	9999	NA	NA	NA
808	"Ro Valle Atoyac"	999	999	999	999	9999	NA	NA	NA
809	"Ventoquipa"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-9"
810	"Xilotepec"	999	999	999	999	9999	NA	NA	"Ver que no sea la misma loc que Jilotepec, Edo Mx (ID 174)"
811	"Mina de San Antonio"	999	999	999	999	9999	NA	NA	NA
813	"Tlapacoya I"	999	999	999	999	9999	NA	NA	"ref. 774: cerrro de Tlaplacoya al S de la Sierra del Pino al SE de la cuenca de Mxico"
814	"Tlapacoya (T1 XVIII)"	999	999	999	999	9999	NA	NA	NA
815	"El Risco"	999	999	999	999	9999	NA	NA	"cerca de Atzacoalco en la autopista a Pachuca. no muy lejos de los lmites del Distrito Federal, ref. 736: unos 12 Km NNW de la ciudad de Mxico. Ref. 766: Ojo podra tratarse del nombre del estrato."
822	"Cueva Chekt-a-leh"	999	999	999	999	9999	NA	NA	NA
823	"Actun Sayab"	999	999	999	999	9999	NA	NA	"cerca Opichen"
825	"Actun Jih"	999	999	999	999	9999	NA	NA	"en los cerros alrededor de 3 Km de la plaza de Ticul"
827	"La Pinta de Vaqueras"	999	999	999	999	9999	NA	NA	"20 Km NW del rea de Santa Mara Amajac a 8Km S de la ciudad Metztitln, en la Rancheria de Agua Bendita y 2Km al E del arroyo del muerto, la localidad esta situada en el cause del rio"
828	"Actun Oxkintok"	999	999	999	999	9999	NA	NA	"450 m de una de las ruinas de un templo del viejo imperio Maya, sitio Oxkintok"
829	"Actun Xkyc"	999	999	999	999	9999	NA	NA	"aprox. 2 Km Hacienda Calcehtok"
830	"cerca de Isidro"	999	999	999	999	9999	NA	NA	"sobre la carretera a Puebla"
831	"Las Cruces"	-105.444166666667	25.0533333333333	-105.444166666667	25.0533333333333	2000	NA	NA	"9.7 Km NO por carretera pavimentada que comunica a Santiago Papasquiaro con Tepehuanes, en el paraje conocido como Las Cruces"
832	"Landa de Matamoros"	-99.32	21.1816666666667	-99.32	21.1816666666667	1040	NA	NA	NA
835	"Colonia El Capuln (ampliacin Olimpica)"	999	999	999	999	9999	NA	NA	"ref. 835: esquina en las calles Jesus Castillo y Luis Estrada."
839	"Roma"	999	999	999	999	9999	NA	NA	"en las orillas de la carretera pavimentada Mapimi-Bermejillo a 14 Km de la cabecera municipal"
840	"estacin Tacubaya, lnea 9 del metro"	999	999	999	999	9999	NA	NA	NA
842	"Santamara Malinalco"	999	999	999	999	9999	NA	NA	"en la delegacin Azcapotzalco, en la calle de Santa Mara no. 181. La gua roji reconoce nicamente al pueblo de Santa Mara Maninalco en la delegacin Azcapotzalco: verificar ortografa del informe."
843	"La Laguna de Chairel"	-97.965	22.2716666666667	-97.965	22.2716666666667	10	NA	NA	"en el area de un parque en la construccin de la calle Aparicio s/n, al N del centro del puerto; Original NUMERO_MAPA = F14-B74"
850	"cantera vieja de Tequixquiac"	999	999	999	999	9999	NA	NA	NA
851	"Tepexpan (SE del Hospital)"	999	999	999	999	9999	NA	NA	NA
852	"Cueva de La Candelaria"	999	999	999	999	9999	NA	NA	"ref. 850: El Valle de las Delicias se halla hacia el SW de Coahuila y la cuenca se encuentra en la ladera N del extremo septentrional de la pequea sierra de la Candelaria al S del mismo valle"
854	"cerca de la Cueva Frightful"	999	999	999	999	9999	NA	NA	NA
855	"Ciudad Guerrero"	999	999	999	999	9999	NA	NA	"Es probable que se trate de la localidad de Arroyo Salinillas"
856	"Borjas I"	999	999	999	999	9999	NA	NA	"desviacin al rancho de Borjas se encuentra a 5 Km de la carretera Cd. Guerreo-Chihuahua, aprox. a 500 m de esta se localiza el rancho"
857	"Borjas II"	999	999	999	999	9999	NA	NA	"desviacin al rancho de Borjas se encuentra a 5 Km de la carretera Cd. Guerreo-Chihuahua, aprox. a 500 m de esta se localiza el rancho"
858	"Ranchera El Torren"	999	999	999	999	9999	NA	NA	"en las inmediaciones de la ranchera, cerca de ciudad Guerrero"
860	"Cueva de la Paila"	999	999	999	999	9999	NA	NA	"la cueva est en el Arroyo del Muerto, de 48 a 50 Km al N de Parras, en lnea recta al E-SE de la cueva La Candelaria, en el Bolsn de las Delicias"
861	"Lnea 6 del Sistema de Transporte Colectivo metro"	999	999	999	999	9999	NA	NA	"En la va rpida de Lzaro Cardenas (antes Av. Parque va) a la altura de la calle Puente de Guerra, frente a la unidad habitacional del Rosario; los restos de caballo a pocos metros y en capas superiores de los restos al norte del mamut"
863	"Tepexpan-Hospital Dr. Adolfo M. Nieto"	999	999	999	999	9999	NA	NA	"se encuentra en el extremo occidental de la poblacin Tepexpan, sobre la esquina noroeste del cruce formado por la carretera federal Mxico-San Martn de las Pirmides y el acceso a la caseta de cuota de Tepexpan de la autopista Mxico-Pirmides"
864	"Tepexpan-SE del Museo de Prehistoria de Tepexpan"	999	999	999	999	9999	NA	NA	"en terrenos del Hospital de enfermos incurables"
868	"Inguaran lnea 4 norte"	999	999	999	999	9999	NA	NA	"NE del centro de la ciudad de Mxico, sobre la Av. Inguaran entre las calles oriente 171 y Av. Talisman, bajo la zona del trabajo de la construccin del metro"
869	"Altamirano (Hv-24)"	-98.4233333333333	22.07	-98.4233333333333	22.07	13	NA	NA	"el asentamiento se localiza en la margen izquierda del ro Panuco, rea que ahora pertenece a la zona de riego de Pujal-Coy 1a fase; pertenece al ejido Flavio Altamirano. Para la ubicacin corresta se sigui a Merino y Garca Cook, 1881: Informe 23-10"
872	"Actun Xmak"	999	999	999	999	9999	NA	NA	"4 millas NW de la hacienda Yokat"
875	"Cueva Chumul"	999	999	999	999	9999	NA	NA	NA
876	"Cueva Sabaka"	999	999	999	999	9999	NA	NA	NA
877	"Cueva Tiplamas"	999	999	999	999	9999	NA	NA	NA
879	"Santa Cruz de Amajac"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-12, 3 Km NW de la localidad La Curva (se encuentra 1 Km al este del poblado de Santa Mara Amajac)"
880	"La Moneda"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-14, 8 Km SE de Santrum, 3 Km al S del camino de terracera que conduce a este poblado"
881	"La Concepcin"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-24, 8 Km NW de Pachuca, por la carretera que va de esta ciudad Actopan"
882	"Arroyo Tejocote"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-5, 17 Km S de la ciudad de Tula, por la carretera que una esta ciudad con la poblacin de Jorobas, 2 Km a SE del poblado de Conejos, en donde est ubicado del arroyo Tecolotes con direccin NW-SE"
883	"La Cementera"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-3, 2 Km W de la cementera La Tolteca"
884	"Puerta de las Lajas"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-16, 2 Km W de la localidad La Moneda (se ubica 8 Km al SE de Santrum al sur del camino de terraceria que conduce a este pobaldo"
885	"Epazoyucan"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-23, 20 Km SE de la ciudad de Pachuca, por la carretera vieja que va a Tulancingo. La zona fosilfera se encuentra siguiendo la desviacin de la carretera principal 1 Km antes de llegar al poblado de Epazuyacan"
886	"El Frontn"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-15, 3 Km S del poblado El Sauz Xhat, a un costado del camino de terracera"
888	"Minas Anaya"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-21, 15 Km NW de la ciudad de Actopan, aprx. 8 Km al NW del poblado de Lagunilla y 1 Km al NE de Santiago Anaya en el municipio del mismo nombre"
889	"Lagunilla"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-7, 12 Km NW de la ciudad de Actopan, 2 Km al NW del poblado de Lagunilla, por el camino de terraceria que va hacia Santiago de Anaya"
890	"Dos Cerritos"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-6, 8 Km S de la ciudad de Actopan, 1 Km antes de llegar a la ciudad de Actopan, hacia el SE existe una desviacin que conduce a la hacienda Chicavasco, se continua por esta carretera y 2 Km antes de llegar a la hacienda"
891	"Chicavasco"	999	999	999	999	9999	NA	NA	"ref. 793: clave H60-8, 3 Km S de la localidad Dos cerritos, se encuentra a 8 Km al S de cuidad Actopan, por el camino de terraceria que conduce al poblado de Chivasco"
892	"Margen del Ro Carrizal"	999	999	999	999	9999	NA	NA	NA
893	"Estado de Morelos"	999	999	999	999	9999	NA	NA	NA
894	"Valle de los Mamuts, en Xicotncatl"	999	999	999	999	9999	NA	NA	NA
895	"San Jos de las Rusias"	-98.0433333333333	23.56	-98.0433333333333	23.56	40	NA	NA	"Original NUMERO_MAPA = F14-B23"
897	"Estado de Guerrero"	999	999	999	999	9999	NA	NA	NA
900	"Coxcatlan"	999	999	999	999	9999	NA	NA	"SW del edo. de Puebla, cerca de la villa de San Rafael y cerca de 7 Km SE del pueblo de Coaxcatlan en la qutopista Teotilan del camino"
901	"finca Quinta del Altillo"	999	999	999	999	9999	NA	NA	"situada en la orilla N de la regin volcanica llamada \"EL Pedregal\", la cual se extiende al SW del Valle de Mxico"
906	"Loma Alta, Zacap"	999	999	999	999	9999	NA	NA	NA
907	"Cueva Coxcatln"	999	999	999	999	9999	NA	NA	"ref. 860: 10 Km SE de Coxcatln, Puebla y 5 Km al E de la carretera y del rancho Guadalupe de la victoria; est al pie de una barranca, al N de un cerro llamado \"Ajuereados\""
908	"Rancho El Mezquital"	999	999	999	999	9999	NA	NA	"1 Km al SW de San Joaqun que a su vez est 13 Km S de San Ignacio, Delegacin de Santa Rosala"
